Title,Year,Source title,DOI,Link
"MERCI: Efficient embedding reduction on commodity hardware via sub-query memoization",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104747750&doi=10.1145%2f3445814.3446717&partnerID=40&md5=4bf7686e81d0b864b3d67029887de3b8"
"A hierarchical neural model of data prefetching",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104736378&doi=10.1145%2f3445814.3446752&partnerID=40&md5=faf18d6f1e07917d13544f3044e780e9"
"Kard: Lightweight data race detection with per-thread memory protection",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446727","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104721660&doi=10.1145%2f3445814.3446727&partnerID=40&md5=21b60009f07aa11c2670dfbbc19cd5ff"
"Streamline: A fast, flushless cache covert-channel attack by enabling asynchronous collusion",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446742","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104714999&doi=10.1145%2f3445814.3446742&partnerID=40&md5=25497d19d30eb65c554f5df392f57adc"
"Q-VR: System-level design for future mobile collaborative virtual reality",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104709188&doi=10.1145%2f3445814.3446715&partnerID=40&md5=591e361ebc761baaad93368107074963"
"Peacenik: Architecture support for not failing under fail-stop memory consistency",2020,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3373376.3378485","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082401383&doi=10.1145%2f3373376.3378485&partnerID=40&md5=9b6696d40dfd9514e7dd5be81ed3fe39"
"The Guardian Council: Parallel programmable hardware security",2020,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3373376.3378463","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082399879&doi=10.1145%2f3373376.3378463&partnerID=40&md5=4323157a5692c19bcef48a19f5b366db"
"Hurdle: Securing jump instructions against code reuse attacks",2020,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3373376.3378506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082394287&doi=10.1145%2f3373376.3378506&partnerID=40&md5=f24f1973befef07ce4b12d126ff847c8"
"Safecracker: Leaking secrets through compressed caches",2020,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3373376.3378453","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082385315&doi=10.1145%2f3373376.3378453&partnerID=40&md5=63f378d42f668cfab6093f409a83525a"
"Gloss: Seamless live reconfiguration and reoptimization of stream programs",2018,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3173162.3173170","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045406417&doi=10.1145%2f3173162.3173170&partnerID=40&md5=ba4930d9fa992a3a5a2a24ab5f176ff4"
"SOFRITAS: Serializable Ordering-Free Regions for Increasing Thread Atomicity Scalably",2018,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3173162.3173192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045395676&doi=10.1145%2f3173162.3173192&partnerID=40&md5=ba2e66325630a7babbfa97a78be02749"
"Liquid Silicon-Monona: A reconfigurable memory-oriented computing fabric with scalable multi-context support",2018,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3173162.3173167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045395224&doi=10.1145%2f3173162.3173167&partnerID=40&md5=60d3f801e667c0edc0aeaefe14b18bd9"
"Slim NoC: A low-diameter on-chip network topology for high energy efficiency and scalability",2018,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3173162.3177158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045384466&doi=10.1145%2f3173162.3177158&partnerID=40&md5=7b7c0c686767b5912bd9b77d842d97fc"
"Automatic matching of legacy code to heterogeneous APIs: An idiomatic approach",2018,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3173162.3173182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045379057&doi=10.1145%2f3173162.3173182&partnerID=40&md5=ce029c8df3d31a9f164c47a92b834596"
"WSMeter: A performance evaluation methodology for Google's production warehouse-scale computers",2018,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3173162.3173196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045375992&doi=10.1145%2f3173162.3173196&partnerID=40&md5=8d4cc305e46a608614f35f16b03b26f4"
"CASPAR: Breaking serialization in lock-free multicore synchronization",2016,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/2872362.2872400","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975291102&doi=10.1145%2f2872362.2872400&partnerID=40&md5=cca76678bbb3f076695ba1c766f6bd9b"
"CSR: Core surprise removal in commodity operating systems",2016,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/2872362.2872369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975263318&doi=10.1145%2f2872362.2872369&partnerID=40&md5=d562cf62422660d39eb4885fc676763f"
"Asymmetric memory fences: Optimizing both performance and implementability",2015,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/2694344.2694388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939189548&doi=10.1145%2f2694344.2694388&partnerID=40&md5=5fcb29cb93a22f089e340099089bd1ce"
"Computing with time: Microarchitectural weird machines",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446729","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104821535&doi=10.1145%2f3445814.3446729&partnerID=40&md5=e1a292226297a025c2c39b034ded833f"
"Jamais vu: Thwarting microarchitectural replay attacks",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104789595&doi=10.1145%2f3445814.3446716&partnerID=40&md5=2cbacf7c7259b82b3c087894a3785382"
"Incremental CFG patching for binary rewriting",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446765","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104780403&doi=10.1145%2f3445814.3446765&partnerID=40&md5=193f623c6da6b9f7045b2d41ee351f9c"
"PTEMagnet: Fine-grained physical memory reservation for faster page walks in public clouds",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104761006&doi=10.1145%2f3445814.3446704&partnerID=40&md5=25517daf9485bcc8e08c7996be1f86a6"
"Robomorphic computing: A design methodology for domain-specific accelerators parameterized by robot morphology",2021,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","10.1145/3445814.3446746","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104755939&doi=10.1145%2f3445814.3446746&partnerID=40&md5=18df6a809e6f574752b0735615ec81cd"
