Title,Year,Source title,DOI,Link
"Teacher supervises students how to learn from partially labeled images for facial landmark detection",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.00087","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078555824&doi=10.1109%2fICCV.2019.00087&partnerID=40&md5=688faad2c7dce5ae4fc93953884193c5"
"A deep cybersickness predictor based on brain signal analysis for virtual reality contents",2019,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2019.01068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073373401&doi=10.1109%2fICCV.2019.01068&partnerID=40&md5=19356e56c65b06dc6f6307c7fd8dc59e"
"Rolling-Shutter-Aware Differential SfM and Image Rectification",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041928012&doi=10.1109%2fICCV.2017.108&partnerID=40&md5=542af76a38773df45c21b1d4c4fb94bd"
"Learning Discriminative Data Fitting Functions for Blind Image Deblurring",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041926937&doi=10.1109%2fICCV.2017.122&partnerID=40&md5=3aad41e4e95ad8279b6c0755cd0cf0eb"
"Semantically Informed Multiview Surface Refinement",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.412","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041926837&doi=10.1109%2fICCV.2017.412&partnerID=40&md5=236662b8561da74ab308e81a272dce69"
"PathTrack: Fast Trajectory Annotation with Path Supervision",2017,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2017.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041914873&doi=10.1109%2fICCV.2017.40&partnerID=40&md5=e1f6550a25bd7ab2dfa1fae6ef22e0e9"
"Dense image registration and deformable surface reconstruction in presence of occlusions and minimal texture",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973926830&doi=10.1109%2fICCV.2015.262&partnerID=40&md5=1af120c77a86fb3d4cbe80e5edfaa24c"
"One shot learning via compositions of meaningful patches",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.142","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973910975&doi=10.1109%2fICCV.2015.142&partnerID=40&md5=d14fd03f38ae8c0f9f088fb285bcfca5"
"MANTRA: Minimum maximum latent structural SVM for image classification and ranking",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.311","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973897339&doi=10.1109%2fICCV.2015.311&partnerID=40&md5=eac3f4456d2f589e1428847713fad74d"
"Web-scale image clustering revisited",2015,"Proceedings of the IEEE International Conference on Computer Vision","10.1109/ICCV.2015.176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84973891538&doi=10.1109%2fICCV.2015.176&partnerID=40&md5=33240b46167838c8356de041f90ee0e9"
