Title,Year,Source title,DOI,Link
"Consistency-Driven Automatic Methodology to Set Interval Numerical Scales of 2-Tuple Linguistic Term Sets and Its Use in the Linguistic GDM with Preference Relation",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2014.2336808","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027951968&doi=10.1109%2fTCYB.2014.2336808&partnerID=40&md5=a1d70876672a9bac751841329b0190cc"
"Collaborative Fuzzy Clustering From Multiple Weighted Views",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2014.2334595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925186551&doi=10.1109%2fTCYB.2014.2334595&partnerID=40&md5=5b5673e3c86307f338d3cb5e7599ffbe"
"Bi-level semantic representation analysis for multimedia event detection",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2539546","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018496108&doi=10.1109%2fTCYB.2016.2539546&partnerID=40&md5=8c764e9e5bc18737e920654b105a62db"
"Robust Object Tracking via Key Patch Sparse Representation",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2514714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960539269&doi=10.1109%2fTCYB.2016.2514714&partnerID=40&md5=bb0851a865e2545076a877fab4265820"
"Distributed k-Means Algorithm and Fuzzy c-Means Algorithm for Sensor Networks Based on Multiagent Consensus Theory",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2526683","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959888381&doi=10.1109%2fTCYB.2016.2526683&partnerID=40&md5=35785b12ad80fa25b812883ea8a17138"
"A Micro-GA Embedded PSO Feature Selection Approach to Intelligent Facial Emotion Recognition",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2549639","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971441310&doi=10.1109%2fTCYB.2016.2549639&partnerID=40&md5=ff0c1f24937b726b702da10bcb946b41"
"Adaptive Critic Nonlinear Robust Control: A Survey",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2017.2712188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023190593&doi=10.1109%2fTCYB.2017.2712188&partnerID=40&md5=6178db6e075cd307fddfd6ce157feb2c"
"No-reference image blur assessment based on discrete orthogonal moments",2016,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2392129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960434815&doi=10.1109%2fTCYB.2015.2392129&partnerID=40&md5=34464758ade59706e24e543b02010460"
"A decentralized event-triggered dissipative control scheme for systems with multiple sensors to sample the system outputs",2015,"IEEE Transactions on Cybernetics","10.1109/TCYB.2015.2487420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945417946&doi=10.1109%2fTCYB.2015.2487420&partnerID=40&md5=2f06124b4a01eb6fd42b75b81bc1f7a1"
"No-Reference Quality Metric of Contrast-Distorted Images Based on Information Maximization",2017,"IEEE Transactions on Cybernetics","10.1109/TCYB.2016.2575544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974808334&doi=10.1109%2fTCYB.2016.2575544&partnerID=40&md5=6d55b9b8416c37f370ba87371e7062bb"
